0;12;15;18;37;41;45;47;51;55;65;70;72;73;75;77;82;87;88;89;92;97;101;102;106;111
Level Up: Advanced SQL;Course;Popular;;;Show more options for Level Up: Advanced SQL;;;Save;;;37m;;;;Advanced;Mar 2023;;;;;LinkedIn;;;By: Jess Pomfret;
Lesson: Data in public policy;Audio;;;Show more options for Lesson: Data in public policy;;;Save;;;3m 43s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Mathematica 14 Essential Training;Course;New;;;Show more options for Mathematica 14 Essential Training;;;Save;;;4h 45m;;;;Intermediate;6 days ago;;;;;LinkedIn;;;By: Curt Frye;
Lesson: Maps;Audio;;;Show more options for Lesson: Maps;;;Save;;;4m 51s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Quantile and Box-Whisker Plots in the Wolfram Language;Course;;;Show more options for Quantile and Box-Whisker Plots in the Wolfram Language;;;Save;;;29m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Wolfram Research;;;
Big Data in the Age of AI;Course;Popular;;;Show more options for Big Data in the Age of AI;;;Save;;;2h 7m;;;;Beginner;Sep 2019;;;;;LinkedIn;;;By: Barton Poulson;
What does a chief data officer do?;Audio;;;Show more options for What does a chief data officer do?;;;Save;;;2m 55s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Lesson: Idea generation and refinement;Audio;;;Show more options for Lesson: Idea generation and refinement;;;Save;;;2m 46s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Master Dashboards and Data Viz in Power BI;Learning Path;;;Show more options for Master Dashboards and Data Viz in Power BI;;;Save;;;12h;;;Updated 3 weeks ago;;;;;LinkedIn;;;;;;;
Lesson: Diversity and Inclusion;Audio;;;Show more options for Lesson: Diversity and Inclusion;;;Save;;;4m 50s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Using Large Datasets with pandas;Course;;;Show more options for Using Large Datasets with pandas;;;Save;;;36m;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: Miki Tebeka;;;
How to succeed as a chief data officer;Audio;;;Show more options for How to succeed as a chief data officer;;;Save;;;3m 29s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Excel: Power Query (Get & Transform);Course;Popular;;;"Show more options for Excel: Power Query (Get &amp;amp; Transform)";;;Save;;;3h 43m;;;;Intermediate;Apr 2024;;;;;LinkedIn;;;By: Oz du Soleil;
Introduction;Audio;;;Show more options for Introduction;;;Save;;;3m 48s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Economic Indicators;Course;;;Show more options for Economic Indicators;;;Save;;;3h 14m;;General;;;Updated Mar 2019;;;;;LinkedIn;;By: Jason Schenker;;;
ETL and ELT in PostgreSQL;Course;;;Show more options for ETL and ELT in PostgreSQL;;;Save;;;38m;;Beginner;;;Sep 2022;;;;;LinkedIn;;By: Sarah Conway Schnurr;;;
Chief data officer, step 2: Develop a strategy;Audio;;;Show more options for Chief data officer, step 2: Develop a strategy;;;Save;;;1m 47s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
SAS Essential Training: 2 Regression Analysis for Healthcare Research;Course;;;Show more options for SAS Essential Training: 2 Regression Analysis for Healthcare Research;;;Save;;;3h 30m;;Intermediate;;;Apr 2019;;;;;LinkedIn;;By: Monika Wahi;;;
Nano Tips for Navigating Advanced Data Analysis, Vision, and Voice in ChatGPT with Lachezar Arabadzhiev;Course;;;Show more options for Nano Tips for Navigating Advanced Data Analysis, Vision, and Voice in ChatGPT with Lachezar Arabadzhiev;;;Save;;;9m 50s;;General;;;Jan 2024;;;;;LinkedIn;;By: Lachezar Arabadzhiev;;;
Risk management vs. data governance;Audio;;;Show more options for Risk management vs. data governance;;;Save;;;4m 48s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Hands-On Introduction: SQL;Course;;;Show more options for Hands-On Introduction: SQL;;;Save;;;1h 19m;;Intermediate;;;Updated Apr 2024;;;;;LinkedIn;;By: Deepa Maddala;;;
Looker Studio for Marketers;Course;;;Show more options for Looker Studio for Marketers;;;Save;;;1h 16m;;Beginner;;;Apr 2023;;;;;LinkedIn;;By: Samantha Barnes;;;
SQL Practice: Intermediate Queries;Course;Popular;;;Show more options for SQL Practice: Intermediate Queries;;;Save;;;11m;;;;Intermediate;Sep 2023;;;;;LinkedIn;;;By: Scott Simpson;
Lesson: Functional aesthetics for visualization;Audio;;;Show more options for Lesson: Functional aesthetics for visualization;;;Save;;;3m 13s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
What the future holds for financial analysts;Audio;;;Show more options for What the future holds for financial analysts;;;Save;;;2m 11s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Lesson: Visualization for a cause;Audio;;;Show more options for Lesson: Visualization for a cause;;;Save;;;5m 38s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Manage and Optimize Big Data with Apache Iceberg;Course;;;Show more options for Manage and Optimize Big Data with Apache Iceberg;;;Save;;;1h 23m;;Intermediate;;;1 month ago;;;;;LinkedIn;;By: Deepak Goyal;;;
pandas Analytics for Excel Users;Course;;;Show more options for pandas Analytics for Excel Users;;;Save;;;57m;;Advanced;;;Jul 2023;;;;;LinkedIn;;By: Madecraft and George Mount;;;
Lesson: Process;Audio;;;Show more options for Lesson: Process;;;Save;;;3m 1s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Who authorizes changes to data structures?;Audio;;;Show more options for Who authorizes changes to data structures?;;;Save;;;2m 43s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Lesson: DataViz critique;Audio;;;Show more options for Lesson: DataViz critique;;;Save;;;3m 59s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Data governance council vs. center of excellence;Audio;;;Show more options for Data governance council vs. center of excellence;;;Save;;;5m 15s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Moving from Data Scientist to Data Analyst;Learning Path;;;Show more options for Moving from Data Scientist to Data Analyst;;;Save;;;21h;;;Updated 3 months ago;;;;;LinkedIn;;;;;;;
Presentation musts for financial analysts;Audio;;;Show more options for Presentation musts for financial analysts;;;Save;;;2m 39s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Twelve Myths About Data Science (2017);Course;;;Show more options for Twelve Myths About Data Science (2017);;;Save;;;36m;;Beginner + Intermediate;;;Jan 2017;;;;;LinkedIn;;By: Ben Sullins;;;
Top 10 Skills for FinTech Analysts;Course;Popular;;;Show more options for Top 10 Skills for FinTech Analysts;;;Save;;;38m;;;;Beginner;Apr 2023;;;;;LinkedIn;;;By: Ben Sullins and Free the Data Academy;
Python in Excel: Working with pandas DataFrames;Course;;;Show more options for Python in Excel: Working with pandas DataFrames;;;Save;;;1h 47m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Felix Zumstein;;;
Lesson: Best practices in Excel;Audio;;;Show more options for Lesson: Best practices in Excel;;;Save;;;4m 24s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
MongoDB Aggregation Pipeline: Advanced Data Analysis and Manipulation;Course;;;Show more options for MongoDB Aggregation Pipeline: Advanced Data Analysis and Manipulation;;;Save;;;1h 17m;;Advanced;;;Jan 2023;;;;;LinkedIn;;By: Ado Kukic;;;
Economic Tips for Everyone;Course;;;Show more options for Economic Tips for Everyone;;;Save;;;46m;;General;;;Dec 2020;;;;;LinkedIn;;By: Jason Schenker;;;
Build Your Excel Skills;Learning Path;;;Show more options for Build Your Excel Skills;;;Save;;;10h;;;Updated Jul 2023;;;;;LinkedIn;;;;;;;
Key lessons for financial analysts;Audio;;;Show more options for Key lessons for financial analysts;;;Save;;;2m 16s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Lesson: Accessibility;Audio;;;Show more options for Lesson: Accessibility;;;Save;;;4m 47s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Lost information design;Audio;;;Show more options for Lesson: Lost information design;;;Save;;;3m 11s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Chief data officer, step 1: Learn;Audio;;;Show more options for Chief data officer, step 1: Learn;;;Save;;;1m 30s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Lesson: Creative and unique visualizations;Audio;;;Show more options for Lesson: Creative and unique visualizations;;;Save;;;9m 2s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
How important are soft skills for financial analysts?;Audio;;;Show more options for How important are soft skills for financial analysts?;;;Save;;;2m 24s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Microsoft Teams Integration with Project for the web and Power BI;Course;;;Show more options for Microsoft Teams Integration with Project for the web and Power BI;;;Save;;;1h 16m;;Intermediate;;;Jun 2023;;;;;LinkedIn;;By: John Riopel;;;
The instructor's background;Audio;;;"Show more options for The instructor&amp;#39;s background";;;Save;;;1m 29s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Hiring a Chief Data Officer;Course;;;Show more options for Hiring a Chief Data Officer;;;Save;;;1h 9m;;General;;;Dec 2021;;;;;LinkedIn;;By: Free the Data Podcast and Ben Sullins;;;
D3 vs. Tableau for dashboards;Audio;;;Show more options for D3 vs. Tableau for dashboards;;;Save;;;3m 17s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Becoming a Data Entrepreneur;;;;
Lesson: Historical visualizations;Audio;;;Show more options for Lesson: Historical visualizations;;;Save;;;4m 16s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Productivity books to increase efficiency;Audio;;;Show more options for Productivity books to increase efficiency;;;Save;;;4m 33s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Becoming a Data Entrepreneur;;;;
Lesson: Interesting datasets;Audio;;;Show more options for Lesson: Interesting datasets;;;Save;;;2m 55s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Will quantum computing change everything?;Audio;;;Show more options for Will quantum computing change everything?;;;Save;;;2m 5s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
How to reach the instructor;Audio;;;Show more options for How to reach the instructor;;;Save;;;1m 1s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Lesson: Complex visualizations;Audio;;;Show more options for Lesson: Complex visualizations;;;Save;;;3m 45s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
What machine learning skills should I learn for finance?;Audio;;;Show more options for What machine learning skills should I learn for finance?;;;Save;;;6m 5s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Advanced SQL: Logical Query Processing, Part 2;Course;;;Show more options for Advanced SQL: Logical Query Processing, Part 2;;;Save;;;2h 2m;;Advanced;;;Sep 2020;;;;;LinkedIn;;By: Ami Levin;;;
Data Cleaning and Manipulating with Python in Excel;Course;New;;;Show more options for Data Cleaning and Manipulating with Python in Excel;;;Save;;;1h 53m;;;;Intermediate;4 days ago;;;;;LinkedIn;;;By: Chris French;
Lesson: Tools of the Future;Audio;;;Show more options for Lesson: Tools of the Future;;;Save;;;3m 32s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: W.E.B. Du Bois;Audio;;;Show more options for Lesson: W.E.B. Du Bois;;;Save;;;3m 47s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 2 Exploratory Data Analysis;Course;;;Show more options for AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 2 Exploratory Data Analysis;;;Save;;;18m;;Intermediate;;;Feb 2023;;;;;LinkedIn;;By: Noah Gift;;;
SQL Practice: Basic Queries;Course;Popular;;;Show more options for SQL Practice: Basic Queries;;;Save;;;17m;;;;Beginner;Sep 2023;;;;;LinkedIn;;;By: David Gassner;
Lesson: Daily practice;Audio;;;Show more options for Lesson: Daily practice;;;Save;;;3m 13s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Machine Learning with Logistic Regression in Excel, R, and Power BI;Course;;;Show more options for Machine Learning with Logistic Regression in Excel, R, and Power BI;;;Save;;;2h 49m;;Intermediate;;;Nov 2021;;;;;LinkedIn;;By: Helen Wall;;;
Lesson: Extracting emotions;Audio;;;Show more options for Lesson: Extracting emotions;;;Save;;;3m 28s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Coding Exercises: SQL Data Science;Course;Updated;Popular;;;Show more options for Coding Exercises: SQL Data Science;;;Save;;;;;1h 30m;;Intermediate;Updated 2 weeks ago;;;;;;LinkedIn;;By: Harshit Tyagi
Lesson: Chartjunk;Audio;;;Show more options for Lesson: Chartjunk;;;Save;;;4m 19s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Understand SQL: Explore the Power and Versatility of the SQL Database Language;Course;Popular;;;Show more options for Understand SQL: Explore the Power and Versatility of the SQL Database Language;;;Save;;;27m;;;;Beginner;Sep 2022;;;;;LinkedIn;;;By: Christina Stathopoulos;
Data Cleaning in Python Essential Training;Course;;;Show more options for Data Cleaning in Python Essential Training;;;Save;;;1h 5m;;Intermediate;;;Nov 2022;;;;;LinkedIn;;By: Miki Tebeka;;;
Practice It: Advanced SQL;Course;;;Show more options for Practice It: Advanced SQL;;;Save;;;27m;;Advanced;;;Mar 2024;;;;;LinkedIn;;By: Kedeisha Bryan;;;
Lesson: Finding inspiration;Audio;;;Show more options for Lesson: Finding inspiration;;;Save;;;2m 57s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Advanced SQL for Query Tuning and Performance Optimization;Course;Popular;;;Show more options for Advanced SQL for Query Tuning and Performance Optimization;;;Save;;;2h 9m;;;;Advanced;Oct 2023;;;;;LinkedIn;;;By: Dan Sullivan;
Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 3 Power BI by Microsoft Press;Course;Updated;;;Show more options for Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 3 Power BI by Microsoft Press;;;Save;;;1h 13m;;;;Beginner;Updated 1 month ago;;;;;LinkedIn;;;By: Microsoft Press and Craig Zacker;
Becoming a Data Entrepreneur;Course;;;Show more options for Becoming a Data Entrepreneur;;;Save;;;44m;;General;;;May 2022;;;;;LinkedIn;;By: Free the Data Podcast and Ben Sullins;;;
Complete Your First Project in SQL;Course;;;Show more options for Complete Your First Project in SQL;;;Save;;;1h 17m;;Intermediate;;;Mar 2024;;;;;LinkedIn;;By: Megan Silvey;;;
Finding New Career Paths with SQL;Course;;;Show more options for Finding New Career Paths with SQL;;;Save;;;43m;;Beginner;;;Oct 2021;;;;;LinkedIn;;By: Nikiya Simpson;;;
SQL Tips and Tricks for Data Science;Course;Popular;;;Show more options for SQL Tips and Tricks for Data Science;;;Save;;;59m;;;;Intermediate;Updated Dec 2021;;;;;LinkedIn;;;By: Ben Sullins;
Integrate Microsoft Graph in Your Applications;Course;;;Show more options for Integrate Microsoft Graph in Your Applications;;;Save;;;1h 51m;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: Sahil Malik;;;
Finance vs. accounting;Audio;;;Show more options for Finance vs. accounting;;;Save;;;42s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Power BI Data Analyst Associate (PL-300) Cert Prep: Creating Reports in Power BI;Course;;;Show more options for Power BI Data Analyst Associate (PL-300) Cert Prep: Creating Reports in Power BI;;;Save;;;55m;;Intermediate;;;Apr 2023;;;;;LinkedIn;;By: Joshua Rischin;;;
SQL Hands-On Practice: Solve Business Problems;Course;Popular;;;Show more options for SQL Hands-On Practice: Solve Business Problems;;;Save;;;2h 8m;;;;Intermediate;Sep 2023;;;;;LinkedIn;;;By: Jess Ramos;
Top Five Things to Know in Advanced SQL;Course;;;Show more options for Top Five Things to Know in Advanced SQL;;;Save;;;1h 35m;;Advanced;;;Aug 2023;;;;;LinkedIn;;By: Kendall Ruber;;;
Christian's backstory and living in Australia;Audio;;;"Show more options for Christian&amp;#39;s backstory and living in Australia";;;Save;;;1m 21s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Advanced SQL: Solving Interpolation Challenges;Course;Updated;;;Show more options for Advanced SQL: Solving Interpolation Challenges;;;Save;;;1h 26m;;;;Advanced;Updated 2 weeks ago;;;;;LinkedIn;;;By: Ami Levin;
Explore Time Series Data: Ingest and Collect with Telegraf and InfluxDB;Course;;;Show more options for Explore Time Series Data: Ingest and Collect with Telegraf and InfluxDB;;;Save;;;53m;;Intermediate;;;Sep 2022;;;;;LinkedIn;;By: Samantha Wang;;;
Microsoft Power Platform Fundamentals (PL-900) Cert Prep: Power BI;Course;;;Show more options for Microsoft Power Platform Fundamentals (PL-900) Cert Prep: Power BI;;;Save;;;1h 14m;;Beginner;;;Jan 2023;;;;;LinkedIn;;By: Emilio Melo;;;
Oracle Database 12c: Basic SQL;Course;;;Show more options for Oracle Database 12c: Basic SQL;;;Save;;;3h 12m;;Beginner + Intermediate;;;Jan 2018;;;;;LinkedIn;;By: David Yahalom;;;
Oracle Database 19c: Basic SQL;Course;;;Show more options for Oracle Database 19c: Basic SQL;;;Save;;;3h 35m;;Intermediate;;;Updated Dec 2023;;;;;LinkedIn;;By: Bob Bryla;;;
Lesson: Xenographics;Audio;;;Show more options for Lesson: Xenographics;;;Save;;;3m 4s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
What is real-time analytics?;Audio;;;Show more options for What is real-time analytics?;;;Save;;;6m 19s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
How to enable innovation and avoid catastrophe;Audio;;;Show more options for How to enable innovation and avoid catastrophe;;;Save;;;2m 58s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Databricks Certified Data Engineer Associate Cert Prep: 2 ELT with Spark SQL and Python;Course;;;Show more options for Databricks Certified Data Engineer Associate Cert Prep: 2 ELT with Spark SQL and Python;;;Save;;;28m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Noah Gift;;;
Lesson: PhotoViz;Audio;;;Show more options for Lesson: PhotoViz;;;Save;;;2m 17s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Descriptive Healthcare Analytics in R;Course;;;Show more options for Descriptive Healthcare Analytics in R;;;Save;;;4h 15m;;Advanced;;;Dec 2016;;;;;LinkedIn;;By: Monika Wahi;;;
SQL Server Analysis Services;Course;;;Show more options for SQL Server Analysis Services;;;Save;;;2h 22m;;Intermediate;;;Jun 2023;;;;;LinkedIn;;By: Ginger Grant;;;
Lesson: Tech-stack evolution;Audio;;;Show more options for Lesson: Tech-stack evolution;;;Save;;;4m 16s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Questions in Dataviz;Audio;;;Show more options for Lesson: Questions in Dataviz;;;Save;;;2m 56s;;;Updated Dec 2023;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Practice It: SQL Joins;Course;;;Show more options for Practice It: SQL Joins;;;Save;;;56m;;Intermediate;;;Nov 2022;;;;;LinkedIn;;By: Nikiya Simpson;;;
SQL for Finance Professionals;Course;Updated;Popular;;;Show more options for SQL for Finance Professionals;;;Save;;;;;1h 6m;;Beginner;Updated 1 month ago;;;;;;LinkedIn;;By: Megan Lieu
Advanced  SQL – Window Functions;Course;Updated;Popular;;;Show more options for Advanced  SQL – Window Functions;;;Save;;;;;2h 6m;;Advanced;Updated 2 weeks ago;;;;;;LinkedIn;;By: Ami Levin
Lesson: It's all in the details;Audio;;;"Show more options for Lesson: It&amp;#39;s all in the details";;;Save;;;3m 38s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Engagement;Audio;;;Show more options for Lesson: Engagement;;;Save;;;4m 43s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
SAS® 9.4 Cert Prep: Part 05 Analyzing and Reporting on Data;Course;;;Show more options for SAS® 9.4 Cert Prep: Part 05 Analyzing and Reporting on Data;;;Save;;;25m;;Intermediate;;;Jan 2020;;;;;LinkedIn;;By: SAS Institute;;;
Alteryx for Healthcare;Course;;;Show more options for Alteryx for Healthcare;;;Save;;;1h 57m;;Advanced;;;Apr 2023;;;;;LinkedIn;;By: Kishan Iyer;;;
Learning Azure Stream Analytics;Course;;;Show more options for Learning Azure Stream Analytics;;;Save;;;28m;;General;;;Feb 2024;;;;;LinkedIn;;By: Karsten Ulferts;;;
Oracle Database 19c: Advanced SQL;Course;;;Show more options for Oracle Database 19c: Advanced SQL;;;Save;;;2h 3m;;Advanced;;;Updated Feb 2024;;;;;LinkedIn;;By: Bob Bryla;;;
ETL in Python and SQL;Course;Popular;;;Show more options for ETL in Python and SQL;;;Save;;;1h 20m;;;;Intermediate;Mar 2024;;;;;LinkedIn;;;By: Jennifer Ebe;
The Financial Fox backstory;Audio;;;Show more options for The Financial Fox backstory;;;Save;;;1m 33s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Lesson: DataViz credentials;Audio;;;Show more options for Lesson: DataViz credentials;;;Save;;;3m 52s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Big Data Analytics with Hadoop and Apache Spark;Course;New;;;Show more options for Big Data Analytics with Hadoop and Apache Spark;;;Save;;;51m;;;;Intermediate;5 days ago;;;;;LinkedIn;;;By: Kumaran Ponnambalam;
Listen: Duncan Geere and Miriam Quick;Audio;;;Show more options for Listen: Duncan Geere and Miriam Quick;;;Save;;;25m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Designing Highly Scalable and Highly Available SQL Databases;Course;;;Show more options for Designing Highly Scalable and Highly Available SQL Databases;;;Save;;;2h 39m;;Advanced;;;Nov 2020;;;;;LinkedIn;;By: Dan Sullivan;;;
Lesson: Visualization in the real world;Audio;;;Show more options for Lesson: Visualization in the real world;;;Save;;;7m 39s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
SQL for Testers;Course;Popular;;;Show more options for SQL for Testers;;;Save;;;1h 33m;;;;Beginner;Updated Feb 2024;;;;;LinkedIn;;;By: Dave Westerveld;
Advanced SQL: High Performance Relational Divisions;Course;Updated;;;Show more options for Advanced SQL: High Performance Relational Divisions;;;Save;;;1h 45m;;;;Advanced;Updated 1 month ago;;;;;LinkedIn;;;By: Ami Levin;
SQL Practice: Window Functions;Course;;;Show more options for SQL Practice: Window Functions;;;Save;;;12m;;Advanced;;;Sep 2023;;;;;LinkedIn;;By: Scott Simpson;;;
11 Useful Tips for Regression Analysis;Course;;;Show more options for 11 Useful Tips for Regression Analysis;;;Save;;;55m;;Intermediate;;;Jan 2021;;;;;LinkedIn;;By: Franz Buscha;;;
Listen: Frank Elavsky;Audio;;;Show more options for Listen: Frank Elavsky;;;Save;;;23m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Architecting Big Data Applications: Batch Mode Application Engineering;Course;;;Show more options for Architecting Big Data Applications: Batch Mode Application Engineering;;;Save;;;1h 28m;;Advanced;;;Oct 2023;;;;;LinkedIn;;By: Kumaran Ponnambalam;;;
What is finance automation?;Audio;;;Show more options for What is finance automation?;;;Save;;;51s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Alteryx Analytics Tips and Tricks;Course;;;Show more options for Alteryx Analytics Tips and Tricks;;;Save;;;26m;;Intermediate;;;Oct 2023;;;;;LinkedIn;;By: Kate Strachnyi;;;
Lesson: Emma Willard legacy;Audio;;;Show more options for Lesson: Emma Willard legacy;;;Save;;;3m 32s;;;Updated Dec 2023;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
What is blockchain?;Audio;;;Show more options for What is blockchain?;;;Save;;;2m 6s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Level Up: SQL;Course;;;Show more options for Level Up: SQL;;;Save;;;1h 4m;;Intermediate;;;Nov 2022;;;;;LinkedIn;;By: Scott Simpson;;;
Power BI Data Analyst Associate (PL-300) Cert Prep: Cleaning, Transforming, and Loading Data in Power BI;Course;;;Show more options for Power BI Data Analyst Associate (PL-300) Cert Prep: Cleaning, Transforming, and Loading Data in Power BI;;;Save;;;1h 16m;;Intermediate;;;Apr 2023;;;;;LinkedIn;;By: Emilio Melo;;;
Listen: Francis Gagnon on concept visualization;Audio;;;Show more options for Listen: Francis Gagnon on concept visualization;;;Save;;;22m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Data Wrangling in R;Course;;;Show more options for Data Wrangling in R;;;Save;;;2h 51m;;Intermediate;;;Jul 2021;;;;;LinkedIn;;By: Mike Chapple;;;
Lesson: Community;Audio;;;Show more options for Lesson: Community;;;Save;;;4m 27s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Advance Your Skills with Excel Formulas and Functions;Learning Path;;;Show more options for Advance Your Skills with Excel Formulas and Functions;;;Save;;;11h;;;Updated 2 months ago;;;;;LinkedIn;;;;;;;
Twelve Myths about Data Science;Course;;;Show more options for Twelve Myths about Data Science;;;Save;;;42m;;Beginner + Intermediate;;;4 months ago;;;;;LinkedIn;;By: Ben Sullins and Free the Data Academy;;;
Lesson: Questions in Dataviz;Audio;;;Show more options for Lesson: Questions in Dataviz;;;Save;;;2m 56s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
SQL Server Intelligence: Cracking the Code of Enterprise Data;Course;;;Show more options for SQL Server Intelligence: Cracking the Code of Enterprise Data;;;Save;;;2h 15m;;Beginner;;;Updated 4 months ago;;;;;LinkedIn;;By: Walter Shields;;;
Advanced AI: NLP Techniques for Clinical Datasets;Course;;;Show more options for Advanced AI: NLP Techniques for Clinical Datasets;;;Save;;;43m;;Advanced;;;Nov 2022;;;;;LinkedIn;;By: Wuraola Oyewusi;;;
